datetime,tempmax,tempmin,temp,day_month
2022-10-31,18.8,10.7,14.5,31-10
2022-11-01,18.8,11.1,15.0,01-11
2022-11-02,18.3,9.5,13.9,02-11
2022-11-03,19.6,11.7,15.4,03-11
2022-11-04,18.5,12.7,15.2,04-11
2022-11-05,24.3,12.0,17.1,05-11
2022-11-06,22.5,13.9,17.6,06-11
2022-11-07,16.8,13.8,15.7,07-11
2022-11-08,16.7,9.9,13.1,08-11
2022-11-09,16.2,9.7,13.0,09-11
2022-11-10,16.5,8.8,12.4,10-11
2022-11-11,17.0,8.9,13.1,11-11
2022-11-12,17.8,13.7,15.3,12-11
2022-11-13,17.1,12.8,14.8,13-11
2022-11-14,16.1,13.1,14.4,14-11
2022-11-15,15.8,11.9,13.9,15-11
2022-11-16,15.8,10.5,13.5,16-11
2022-11-17,18.7,15.1,16.6,17-11
2022-11-18,19.7,17.0,17.9,18-11
2022-11-19,21.7,17.4,19.4,19-11
2022-11-20,21.6,18.0,19.7,20-11
2022-11-21,22.6,15.4,19.3,21-11
2022-11-22,15.8,10.8,13.5,22-11
2022-11-23,19.6,13.5,15.8,23-11
2022-11-24,15.0,12.8,13.8,24-11
2022-11-25,12.1,10.8,11.2,25-11
2022-11-26,11.5,7.9,9.3,26-11
2022-11-27,11.4,6.9,9.2,27-11
2022-11-28,13.8,9.3,11.8,28-11
2022-11-29,14.7,10.8,12.9,29-11
2022-11-30,15.0,12.8,13.9,30-11
2022-12-01,14.9,12.0,13.4,01-12
2022-12-02,12.1,10.5,11.2,02-12
2022-12-03,11.7,9.9,10.5,03-12
2022-12-04,11.7,9.9,10.7,04-12
2022-12-05,12.7,10.8,11.6,05-12
2022-12-06,12.7,10.1,11.5,06-12
2022-12-07,13.1,9.0,11.2,07-12
2022-12-08,15.6,9.8,12.7,08-12
2022-12-09,17.0,13.0,14.8,09-12
2022-12-10,17.3,13.8,15.8,10-12
2022-12-11,20.1,15.1,16.9,11-12
2022-12-12,16.3,12.3,14.9,12-12
2022-12-13,14.8,5.1,8.6,13-12
2022-12-14,11.6,6.8,9.1,14-12
2022-12-15,17.1,7.7,13.2,15-12
2022-12-16,19.6,12.1,15.6,16-12
2022-12-17,19.1,13.7,16.1,17-12
2022-12-18,15.9,10.0,12.3,18-12
2022-12-19,9.1,5.9,7.3,19-12
2022-12-20,9.7,4.6,7.3,20-12
2022-12-21,10.6,6.0,8.5,21-12
2022-12-22,12.8,4.2,7.9,22-12
2022-12-23,12.0,6.8,9.6,23-12
2022-12-24,12.5,7.5,10.2,24-12
2022-12-25,12.7,9.0,10.9,25-12
2022-12-26,11.8,6.9,9.3,26-12
2022-12-27,13.2,7.0,10.8,27-12
2022-12-28,12.3,8.9,10.7,28-12
2022-12-29,12.0,6.9,9.0,29-12
2022-12-30,12.5,7.4,10.4,30-12
2022-12-31,13.5,7.3,10.3,31-12
2023-01-01,12.1,6.8,8.8,01-01
2023-01-02,11.8,5.3,7.9,02-01
2023-01-03,11.5,4.9,8.4,03-01
2023-01-04,10.8,7.6,9.5,04-01
2023-01-05,12.7,9.1,10.6,05-01
2023-01-06,13.0,9.7,11.0,06-01
2023-01-07,12.0,5.9,9.0,07-01
2023-01-08,11.4,4.9,8.0,08-01
2023-01-09,11.3,4.0,8.0,09-01
2023-01-10,14.3,8.6,11.5,10-01
2023-01-11,12.7,11.0,12.0,11-01
2023-01-12,13.1,8.3,10.4,12-01
2023-01-13,10.6,8.1,9.2,13-01
2023-01-14,10.6,9.0,9.9,14-01
2023-01-15,11.3,7.9,9.4,15-01
2023-01-16,11.4,5.9,8.7,16-01
2023-01-17,15.5,10.4,13.2,17-01
2023-01-18,18.2,14.3,15.8,18-01
2023-01-19,18.9,14.1,16.1,19-01
2023-01-20,19.0,9.1,13.3,20-01
2023-01-21,17.5,10.6,13.3,21-01
2023-01-22,15.9,8.9,12.2,22-01
2023-01-23,11.0,9.8,10.2,23-01
2023-01-24,9.4,6.1,8.3,24-01
2023-01-25,7.0,4.5,5.7,25-01
2023-01-26,10.8,5.9,8.3,26-01
2023-01-27,14.1,9.3,11.5,27-01
2023-01-28,10.9,4.1,7.5,28-01
2023-01-29,5.0,3.1,4.2,29-01
2023-01-30,4.1,2.9,3.5,30-01
2023-01-31,5.5,0.7,3.0,31-01
2023-02-01,7.3,2.0,4.3,01-02
2023-02-02,9.9,7.7,8.4,02-02
2023-02-03,8.2,3.2,5.4,03-02
2023-02-04,5.9,2.2,5.4,04-02
2023-02-05,5.8,1.1,3.4,05-02
2023-02-06,4.9,0.4,2.6,06-02
2023-02-07,3.1,0.3,1.7,07-02
2023-02-08,2.8,-0.7,1.3,08-02
2023-02-09,5.6,2.0,3.7,09-02
2023-02-10,6.6,2.9,4.3,10-02
2023-02-11,6.6,2.1,4.2,11-02
2023-02-12,6.8,-0.2,3.2,12-02
2023-02-13,7.8,3.0,5.6,13-02
2023-02-14,7.9,0.8,4.3,14-02
2023-02-15,7.3,3.0,5.7,15-02
2023-02-16,8.3,1.5,5.4,16-02
2023-02-17,11.5,6.2,8.5,17-02
2023-02-18,14.0,8.3,10.9,18-02
2023-02-19,16.1,10.4,12.6,19-02
2023-02-20,12.8,6.8,10.3,20-02
2023-02-21,14.9,5.9,10.1,21-02
2023-02-22,15.1,9.2,11.6,22-02
2023-02-23,13.0,6.8,9.5,23-02
2023-02-24,10.0,5.9,8.1,24-02
2023-02-25,16.5,7.0,11.9,25-02
2023-02-26,18.0,11.9,14.8,26-02
2023-02-27,20.0,13.9,16.5,27-02
2023-02-28,13.8,8.9,10.3,28-02
2023-03-01,9.3,8.1,8.7,01-03
2023-03-02,8.5,6.9,7.8,02-03
2023-03-03,9.5,7.7,8.5,03-03
2023-03-04,10.9,8.9,9.6,04-03
2023-03-05,12.5,7.9,9.8,05-03
2023-03-06,12.6,7.8,9.5,06-03
2023-03-07,14.9,8.2,11.8,07-03
2023-03-08,15.6,11.3,12.7,08-03
2023-03-09,16.5,11.1,13.4,09-03
2023-03-10,17.9,12.1,14.5,10-03
2023-03-11,16.5,12.2,14.2,11-03
2023-03-12,12.4,7.9,9.7,12-03
2023-03-13,8.9,6.8,7.8,13-03
2023-03-14,10.3,5.8,7.9,14-03
2023-03-15,16.1,4.8,10.0,15-03
2023-03-16,12.5,9.1,11.0,16-03
2023-03-17,9.1,7.0,7.7,17-03
2023-03-18,8.1,7.0,7.3,18-03
2023-03-19,9.1,8.0,8.7,19-03
2023-03-20,11.9,6.3,9.5,20-03
2023-03-21,14.4,6.8,10.7,21-03
2023-03-22,11.1,8.9,9.6,22-03
2023-03-23,11.5,8.1,9.7,23-03
2023-03-24,13.3,6.2,9.9,24-03
2023-03-25,12.5,6.8,9.8,25-03
2023-03-26,14.2,8.9,11.4,26-03
2023-03-27,20.7,8.6,14.9,27-03
2023-03-28,15.4,6.0,9.3,28-03
2023-03-29,7.0,3.0,4.8,29-03
2023-03-30,8.8,2.7,6.1,30-03
2023-03-31,13.6,6.2,9.9,31-03
2023-04-01,19.4,10.7,14.9,01-04
2023-04-02,16.9,12.1,14.1,02-04
2023-04-03,18.0,12.1,14.5,03-04
2023-04-04,14.9,11.2,12.8,04-04
2023-04-05,12.1,6.7,8.4,05-04
2023-04-06,13.7,8.0,10.1,06-04
2023-04-07,11.0,8.0,9.5,07-04
2023-04-08,14.2,6.7,10.1,08-04
2023-04-09,13.1,9.1,10.7,09-04
2023-04-10,10.0,9.0,9.7,10-04
2023-04-11,11.2,9.0,9.7,11-04
2023-04-12,11.5,9.1,10.3,12-04
2023-04-13,17.4,10.1,13.2,13-04
2023-04-14,22.1,11.7,16.4,14-04
2023-04-15,21.7,14.1,17.9,15-04
2023-04-16,21.6,13.2,17.4,16-04
2023-04-17,18.4,12.0,15.0,17-04
2023-04-18,15.2,10.9,12.3,18-04
2023-04-19,14.9,10.0,12.4,19-04
2023-04-20,15.0,10.9,12.7,20-04
2023-04-21,16.5,12.0,13.7,21-04
2023-04-22,17.6,10.7,14.1,22-04
2023-04-23,15.1,10.0,12.2,23-04
2023-04-24,15.9,8.8,12.4,24-04
2023-04-25,20.9,10.9,15.6,25-04
2023-04-26,17.4,13.0,14.8,26-04
2023-04-27,13.1,9.8,11.3,27-04
2023-04-28,13.6,8.0,11.2,28-04
2023-04-29,14.2,10.0,11.8,29-04
2023-04-30,17.0,9.5,13.3,30-04
2023-05-01,18.7,10.9,15.0,01-05
2023-05-02,19.9,11.2,15.9,02-05
2023-05-03,20.8,12.7,16.2,03-05
2023-05-04,18.9,12.2,14.7,04-05
2023-05-05,14.6,12.2,13.3,05-05
2023-05-06,15.7,11.9,13.7,06-05
2023-05-07,17.6,12.9,14.6,07-05
2023-05-08,18.0,11.0,14.2,08-05
2023-05-09,15.7,12.1,13.6,09-05
2023-05-10,15.3,11.9,13.2,10-05
2023-05-11,14.6,11.9,13.0,11-05
2023-05-12,13.5,11.8,12.6,12-05
2023-05-13,17.1,10.0,14.1,13-05
2023-05-14,18.7,10.4,15.0,14-05
2023-05-15,22.6,14.7,18.4,15-05
2023-05-16,26.4,15.0,20.4,16-05
2023-05-17,20.5,15.0,16.9,17-05
2023-05-18,15.8,13.9,14.6,18-05
2023-05-19,16.6,14.1,15.4,19-05
2023-05-20,19.5,14.2,16.6,20-05
2023-05-21,20.8,14.0,16.8,21-05
2023-05-22,20.0,15.1,17.5,22-05
2023-05-23,19.6,15.1,16.9,23-05
2023-05-24,19.4,14.1,17.0,24-05
2023-05-25,20.6,14.1,17.7,25-05
2023-05-26,23.2,14.9,18.7,26-05
2023-05-27,21.5,16.6,18.9,27-05
2023-05-28,19.4,17.1,18.1,28-05
2023-05-29,20.4,17.1,18.6,29-05
2023-05-30,23.0,17.9,19.8,30-05
2023-05-31,24.6,17.0,20.4,31-05
2023-06-01,25.0,15.8,20.7,01-06
2023-06-02,25.7,16.8,21.4,02-06
2023-06-03,23.2,18.5,20.5,03-06
2023-06-04,20.4,17.4,19.1,04-06
2023-06-05,23.1,17.0,19.4,05-06
2023-06-06,23.3,16.9,20.1,06-06
2023-06-07,23.4,16.9,20.0,07-06
2023-06-08,23.7,18.7,20.7,08-06
2023-06-09,22.8,18.9,20.6,09-06
2023-06-10,23.2,16.8,20.4,10-06
2023-06-11,26.1,16.7,21.4,11-06
2023-06-12,23.3,18.6,20.6,12-06
2023-06-13,22.5,17.9,20.0,13-06
2023-06-14,23.4,18.2,20.5,14-06
2023-06-15,26.2,17.9,21.9,15-06
2023-06-16,27.0,19.7,23.1,16-06
2023-06-17,26.1,19.9,22.5,17-06
2023-06-18,25.5,20.1,22.7,18-06
2023-06-19,25.4,21.0,23.0,19-06
2023-06-20,25.5,19.8,22.5,20-06
2023-06-21,25.8,18.7,22.6,21-06
2023-06-22,28.6,20.3,23.8,22-06
2023-06-23,28.9,20.5,24.8,23-06
2023-06-24,30.4,20.6,25.2,24-06
2023-06-25,27.9,19.8,24.0,25-06
2023-06-26,25.9,20.4,23.4,26-06
2023-06-27,29.1,21.7,25.3,27-06
2023-06-28,27.8,20.8,24.9,28-06
2023-06-29,23.8,19.0,21.6,29-06
2023-06-30,26.2,17.6,22.2,30-06
2023-07-01,28.8,18.8,24.2,01-07
2023-07-02,30.2,20.4,25.3,02-07
2023-07-03,29.9,22.9,26.4,03-07
2023-07-04,30.7,22.7,26.3,04-07
2023-07-05,28.9,22.9,25.7,05-07
2023-07-06,30.8,23.8,26.9,06-07
2023-07-07,31.1,22.4,26.9,07-07
2023-07-08,26.9,21.9,24.5,08-07
2023-07-09,26.7,20.3,23.1,09-07
2023-07-10,27.9,18.4,24.1,10-07
2023-07-11,28.3,21.7,25.3,11-07
2023-07-12,30.0,23.3,26.8,12-07
2023-07-13,32.5,22.7,28.2,13-07
2023-07-14,33.6,24.6,29.2,14-07
2023-07-15,31.6,24.7,28.0,15-07
2023-07-16,29.8,22.7,26.0,16-07
2023-07-17,29.7,22.6,26.0,17-07
2023-07-18,29.6,22.3,26.0,18-07
2023-07-19,30.5,21.7,26.0,19-07
2023-07-20,30.9,23.3,27.6,20-07
2023-07-21,32.0,23.7,27.8,21-07
2023-07-22,32.2,23.8,27.6,22-07
2023-07-23,34.2,25.9,29.2,23-07
2023-07-24,30.2,24.8,27.2,24-07
2023-07-25,31.5,22.5,27.0,25-07
2023-07-26,38.0,24.4,30.7,26-07
2023-07-27,31.6,21.2,26.0,27-07
2023-07-28,26.9,19.7,23.2,28-07
2023-07-29,28.4,19.6,24.2,29-07
2023-07-30,28.4,20.4,24.5,30-07
2023-07-31,28.4,20.7,24.7,31-07
2023-08-01,28.3,21.7,25.3,01-08
2023-08-02,28.8,21.6,25.7,02-08
2023-08-03,34.2,23.7,28.9,03-08
2023-08-04,35.5,26.5,30.5,04-08
2023-08-05,32.1,24.6,27.6,05-08
2023-08-06,33.6,23.7,28.4,06-08
2023-08-07,30.8,24.1,27.2,07-08
2023-08-08,28.6,23.1,25.2,08-08
2023-08-09,24.9,22.1,23.6,09-08
2023-08-10,26.5,22.7,24.3,10-08
2023-08-11,28.0,22.0,24.3,11-08
2023-08-12,29.1,20.0,25.0,12-08
2023-08-13,27.8,23.8,25.5,13-08
2023-08-14,28.2,24.9,26.2,14-08
2023-08-15,27.6,24.8,26.0,15-08
2023-08-16,28.3,24.2,25.8,16-08
2023-08-17,30.8,24.8,27.2,17-08
2023-08-18,30.1,24.8,26.9,18-08
2023-08-19,30.1,24.9,27.0,19-08
2023-08-20,31.8,23.8,27.4,20-08
2023-08-21,33.3,23.8,27.3,21-08
2023-08-22,34.2,23.9,28.2,22-08
2023-08-23,32.0,24.0,27.8,23-08
2023-08-24,30.9,24.6,27.1,24-08
2023-08-25,31.4,23.7,27.0,25-08
2023-08-26,31.3,23.8,27.3,26-08
2023-08-27,28.7,23.9,26.0,27-08
2023-08-28,29.5,21.8,25.9,28-08
2023-08-29,31.6,22.7,27.0,29-08
2023-08-30,31.0,22.7,26.6,30-08
2023-08-31,31.4,23.8,27.4,31-08
2023-09-01,30.0,23.0,26.4,01-09
2023-09-02,29.9,23.8,26.5,02-09
2023-09-03,29.2,23.6,26.0,03-09
2023-09-04,28.5,20.9,24.8,04-09
2023-09-05,28.0,22.4,25.0,05-09
2023-09-06,28.3,23.9,25.3,06-09
2023-09-07,28.3,23.8,25.5,07-09
2023-09-08,28.1,23.1,25.2,08-09
2023-09-09,26.7,20.6,23.7,09-09
2023-09-10,26.8,19.6,23.3,10-09
2023-09-11,25.0,19.7,22.3,11-09
2023-09-12,26.3,18.7,22.3,12-09
2023-09-13,27.1,18.5,22.4,13-09
2023-09-14,28.7,17.0,22.4,14-09
2023-09-15,27.3,17.4,22.2,15-09
2023-09-16,27.3,19.5,23.2,16-09
2023-09-17,27.4,20.8,23.6,17-09
2023-09-18,25.5,19.6,22.3,18-09
2023-09-19,26.5,19.6,22.6,19-09
2023-09-20,26.8,17.5,21.5,20-09
2023-09-21,26.8,17.6,21.6,21-09
2023-09-22,23.5,19.7,21.5,22-09
2023-09-23,25.9,21.9,23.4,23-09
2023-09-24,26.8,21.2,23.2,24-09
2023-09-25,24.4,21.1,22.5,25-09
2023-09-26,25.2,20.5,22.4,26-09
2023-09-27,23.8,20.2,21.5,27-09
2018-04-07,14.5,10.3,12.1,07-04
2018-04-08,13.3,9.9,11.5,08-04
2018-04-09,15.2,9.0,12.0,09-04
2018-04-10,16.0,8.1,12.3,10-04
2018-04-11,18.3,10.3,14.1,11-04
2018-04-12,19.8,12.9,16.2,12-04
2018-04-13,20.5,9.6,14.1,13-04
2018-04-14,14.9,8.9,11.2,14-04
2018-04-15,18.7,10.6,13.7,15-04
2018-04-16,19.3,9.4,13.4,16-04
2018-04-17,17.0,10.5,12.9,17-04
2018-04-18,15.1,10.8,12.7,18-04
2018-04-19,20.8,8.9,14.7,19-04
2018-04-20,15.9,11.5,13.6,20-04
2018-04-21,19.2,8.0,13.4,21-04
2018-04-22,18.5,9.7,14.4,22-04
2018-04-23,21.3,11.3,16.8,23-04
2018-04-24,25.2,12.9,19.0,24-04
2018-04-25,24.6,14.7,19.6,25-04
2018-04-26,26.2,15.0,21.0,26-04
2018-04-27,26.3,16.8,21.2,27-04
2018-04-28,23.1,15.3,18.7,28-04
2018-04-29,20.6,13.9,16.6,29-04
2018-04-30,19.9,13.8,16.1,30-04
2018-05-01,19.1,12.4,15.0,01-05
2018-05-02,19.0,13.0,15.3,02-05
2018-05-03,23.4,12.9,16.8,03-05
2018-05-04,20.5,13.8,16.1,04-05
2018-05-05,18.0,13.9,15.4,05-05
2018-05-06,17.4,14.3,15.6,06-05
2018-05-07,17.8,15.0,16.2,07-05
2018-05-08,20.7,15.0,17.8,08-05
2018-05-09,19.5,15.7,17.3,09-05
2018-05-10,21.4,15.9,18.2,10-05
2018-05-11,19.9,16.0,17.8,11-05
2018-05-12,19.2,14.6,17.1,12-05
2018-05-13,18.4,10.7,15.8,13-05
2018-05-14,23.0,12.9,18.3,14-05
2018-05-15,26.8,16.0,22.0,15-05
2018-05-16,28.4,18.4,23.7,16-05
2018-05-17,26.8,20.3,24.0,17-05
2018-05-18,27.4,19.9,23.6,18-05
2018-05-19,27.1,20.1,22.9,19-05
2018-05-20,23.6,18.8,20.9,20-05
2018-05-21,23.7,17.6,20.3,21-05
2018-05-22,21.3,18.7,19.8,22-05
2018-05-23,22.4,18.9,20.5,23-05
2018-05-24,25.2,18.7,21.8,24-05
2018-05-25,23.9,19.7,21.4,25-05
2018-05-26,26.5,19.9,22.5,26-05
2018-05-27,22.1,18.7,20.4,27-05
2018-05-28,22.7,18.0,20.3,28-05
2018-05-29,22.0,18.8,20.1,29-05
2018-05-30,24.7,18.0,21.3,30-05
2018-05-31,25.1,17.5,21.3,31-05
2018-06-01,27.2,18.6,22.2,01-06
2018-06-02,24.7,19.5,21.7,02-06
2018-06-03,22.8,16.5,20.3,03-06
2018-06-04,24.9,16.2,21.3,04-06
2018-06-05,25.7,20.1,23.3,05-06
2018-06-06,29.0,20.8,25.1,06-06
2018-06-07,28.7,22.0,25.3,07-06
2018-06-08,28.1,21.5,24.6,08-06
2018-06-09,30.1,20.3,25.2,09-06
2018-06-10,26.9,21.4,24.0,10-06
2018-06-11,27.7,21.5,24.1,11-06
2018-06-12,27.5,19.6,23.8,12-06
2018-06-13,28.2,19.3,23.3,13-06
2018-06-14,27.0,19.5,23.6,14-06
2018-06-15,30.9,21.4,26.0,15-06
2018-06-16,30.3,20.5,25.1,16-06
2018-06-17,23.0,20.0,21.6,17-06
2018-06-18,26.6,19.8,23.2,18-06
2018-06-19,27.6,20.2,24.4,19-06
2018-06-20,28.7,22.4,25.4,20-06
2018-06-21,29.2,22.2,25.2,21-06
2018-06-22,26.8,22.5,24.5,22-06
2018-06-23,27.1,20.0,23.2,23-06
2018-06-24,24.2,20.3,22.0,24-06
2018-06-25,25.4,20.6,22.7,25-06
2018-06-26,27.0,21.6,24.3,26-06
2018-06-27,27.5,21.3,23.9,27-06
2018-06-28,28.0,20.2,23.0,28-06
2018-06-29,26.0,20.0,23.0,29-06
2018-06-30,26.8,21.5,24.2,30-06
2018-07-01,27.8,22.4,25.0,01-07
2018-07-02,29.2,20.6,25.9,02-07
2018-07-03,31.1,22.2,27.4,03-07
2018-07-04,31.2,24.6,28.2,04-07
2018-07-05,31.2,22.8,27.3,05-07
2018-07-06,28.1,22.9,25.7,06-07
2018-07-07,29.8,22.5,26.2,07-07
2018-07-08,29.1,23.4,26.2,08-07
2018-07-09,28.8,23.1,26.1,09-07
2018-07-10,29.3,23.6,26.6,10-07
2018-07-11,29.6,23.6,26.7,11-07
2018-07-12,30.4,23.7,26.9,12-07
2018-07-13,31.4,23.5,27.2,13-07
2018-07-14,29.8,24.2,27.0,14-07
2018-07-15,30.3,22.7,26.9,15-07
2018-07-16,30.2,22.1,26.5,16-07
2018-07-17,31.6,23.0,27.0,17-07
2018-07-18,28.2,24.0,25.8,18-07
2018-07-19,28.5,23.5,25.8,19-07
2018-07-20,29.6,23.6,26.5,20-07
2018-07-21,29.4,23.5,26.8,21-07
2018-07-22,30.3,24.4,27.4,22-07
2018-07-23,33.0,24.4,28.5,23-07
2018-07-24,25.9,19.9,23.1,24-07
2018-07-25,26.8,21.7,24.2,25-07
2018-07-26,28.2,22.2,25.6,26-07
2018-07-27,28.6,22.4,25.6,27-07
2018-07-28,28.1,22.9,26.0,28-07
2018-07-29,30.1,22.5,26.4,29-07
2018-07-30,30.1,23.8,27.1,30-07
2018-07-31,30.5,24.9,27.4,31-07
2018-08-01,30.8,25.3,27.8,01-08
2018-08-02,31.5,25.4,28.2,02-08
2018-08-03,31.2,24.7,27.8,03-08
2018-08-04,31.3,24.7,28.2,04-08
2018-08-05,31.6,24.5,28.0,05-08
2018-08-06,30.6,24.4,27.6,06-08
2018-08-07,31.0,24.2,27.8,07-08
2018-08-08,31.3,24.5,27.9,08-08
2018-08-09,30.8,24.9,27.8,09-08
2018-08-10,30.7,24.7,27.7,10-08
2018-08-11,28.7,24.4,26.3,11-08
2018-08-12,29.4,22.8,25.7,12-08
2018-08-13,29.0,22.7,25.8,13-08
2018-08-14,30.8,21.3,25.9,14-08
2018-08-15,30.6,23.5,27.0,15-08
2018-08-16,30.0,23.4,26.5,16-08
2018-08-17,29.0,24.5,26.2,17-08
2018-08-18,31.3,23.7,27.3,18-08
2018-08-19,32.6,24.6,28.2,19-08
2018-08-20,30.0,24.5,26.9,20-08
2018-08-21,29.7,22.3,26.2,21-08
2018-08-22,30.1,23.5,26.6,22-08
2018-08-23,31.2,23.4,27.1,23-08
2018-08-24,29.0,23.6,26.6,24-08
2018-08-25,30.8,24.5,27.0,25-08
2018-08-26,28.8,22.3,26.0,26-08
2018-08-27,30.0,23.3,26.6,27-08
2018-08-28,30.9,24.6,27.4,28-08
2018-08-29,29.9,25.1,27.0,29-08
2018-08-30,29.1,23.2,26.2,30-08
2018-08-31,31.4,24.3,27.4,31-08
2018-09-01,31.6,24.5,27.4,01-09
2018-09-02,31.4,24.7,27.6,02-09
2018-09-03,30.9,24.6,27.3,03-09
2018-09-04,28.9,23.0,26.1,04-09
2018-09-05,29.4,21.8,25.8,05-09
2018-09-06,25.2,21.6,22.9,06-09
2018-09-07,27.1,20.9,24.0,07-09
2018-09-08,27.5,22.5,24.7,08-09
2018-09-09,27.0,20.8,23.7,09-09
2018-09-10,25.7,19.0,22.4,10-09
2018-09-11,24.6,18.3,21.4,11-09
2018-09-12,24.4,17.6,21.4,12-09
2018-09-13,27.0,20.1,23.3,13-09
2018-09-14,23.3,18.5,20.7,14-09
2018-09-15,25.7,19.5,23.1,15-09
2018-09-16,27.5,21.7,24.2,16-09
2018-09-17,26.9,21.6,23.6,17-09
2018-09-18,24.4,20.3,22.3,18-09
2018-09-19,25.3,19.5,22.1,19-09
2018-09-20,25.5,17.9,22.1,20-09
2018-09-21,27.3,20.8,23.4,21-09
2018-09-22,26.9,20.3,23.2,22-09
2018-09-23,25.9,18.7,22.4,23-09
2018-09-24,25.6,17.5,22.2,24-09
2018-09-25,22.1,14.9,16.9,25-09
2018-09-26,16.7,14.1,15.1,26-09
2018-09-27,18.6,15.4,17.0,27-09
2018-09-28,21.4,16.9,18.9,28-09
2018-09-29,23.7,17.7,20.6,29-09
2018-09-30,21.1,19.2,20.1,30-09
2018-10-01,25.3,18.7,21.1,01-10
2018-10-02,23.1,17.8,20.0,02-10
2018-10-03,23.2,18.0,20.5,03-10
2018-10-04,19.6,16.5,18.5,04-10
2018-10-05,21.6,13.2,17.8,05-10
2018-10-06,21.3,16.3,18.4,06-10
2018-10-07,22.5,16.3,18.9,07-10
2018-10-08,22.0,13.1,18.2,08-10
2018-10-09,20.0,17.4,18.6,09-10
2018-10-10,22.2,14.1,18.5,10-10
2018-10-11,20.2,16.1,18.0,11-10
2018-10-12,21.8,15.2,19.0,12-10
2018-10-13,20.4,17.9,19.0,13-10
2018-10-14,20.6,17.9,18.9,14-10
2018-10-15,20.1,17.8,18.8,15-10
2018-10-16,21.6,16.2,18.9,16-10
2018-10-17,20.6,17.5,19.0,17-10
2018-10-18,21.8,18.0,19.3,18-10
2018-10-19,21.7,17.7,19.3,19-10
2018-10-20,21.1,15.6,18.3,20-10
2018-10-21,19.3,16.0,17.5,21-10
2018-10-22,19.8,15.2,17.6,22-10
2018-10-23,20.0,16.5,17.9,23-10
2018-10-24,19.4,14.8,17.3,24-10
2018-10-25,17.8,8.1,11.6,25-10
2018-10-26,16.7,9.4,13.8,26-10
2018-10-27,19.8,14.2,16.9,27-10
2018-10-28,21.3,15.4,18.3,28-10
2018-10-29,21.2,14.5,17.9,29-10
2018-10-30,20.4,13.0,16.8,30-10
2018-10-31,21.1,14.5,17.6,31-10
2018-11-01,22.5,13.3,17.2,01-11
2018-11-02,19.5,16.6,17.6,02-11
2018-11-03,19.5,15.7,17.4,03-11
2018-11-04,20.4,15.9,17.7,04-11
2018-11-05,19.0,15.7,17.1,05-11
2018-11-06,18.2,15.1,16.4,06-11
2018-11-07,17.8,14.8,16.1,07-11
2018-11-08,18.0,13.5,15.5,08-11
2018-11-09,17.0,12.5,15.0,09-11
2018-11-10,17.9,13.8,15.7,10-11
2018-11-11,19.3,12.3,15.7,11-11
2018-11-12,17.9,13.6,15.3,12-11
2018-11-13,14.4,11.6,13.0,13-11
2018-11-14,12.4,10.0,11.2,14-11
2018-11-15,11.1,8.8,9.7,15-11
2018-11-16,10.5,7.7,9.0,16-11
2018-11-17,13.4,7.9,10.5,17-11
2018-11-18,12.9,10.7,11.8,18-11
2018-11-19,17.6,10.9,14.8,19-11
2018-11-20,13.0,10.0,11.9,20-11
2018-11-21,17.1,11.5,14.5,21-11
2018-11-22,13.9,10.0,12.2,22-11
2018-11-23,11.8,9.8,10.7,23-11
2018-11-24,11.7,9.7,10.7,24-11
2018-11-25,13.0,9.3,10.9,25-11
2018-11-26,15.1,10.5,12.9,26-11
2018-11-27,18.1,15.6,16.8,27-11
2018-11-28,17.1,8.3,12.8,28-11
2018-11-29,8.4,6.4,7.6,29-11
2018-11-30,8.1,4.3,6.4,30-11
2018-12-01,6.7,3.3,4.8,01-12
2018-12-02,11.8,5.7,8.9,02-12
2018-12-03,14.1,8.8,11.1,03-12
2018-12-04,12.6,10.7,11.8,04-12
2018-12-05,12.7,7.6,10.6,05-12
2018-12-06,7.6,5.5,6.6,06-12
2018-12-07,6.4,3.3,5.2,07-12
2018-12-08,9.7,1.6,6.3,08-12
2018-12-09,13.9,8.5,11.1,09-12
2018-12-10,12.3,9.2,10.6,10-12
2018-12-11,8.3,5.9,7.2,11-12
2018-12-12,6.8,2.8,5.2,12-12
2018-12-13,8.6,3.8,6.8,13-12
2018-12-14,10.8,6.8,8.7,14-12
2018-12-15,16.3,10.0,12.9,15-12
2018-12-16,15.0,12.1,13.6,16-12
2018-12-17,11.7,8.5,10.2,17-12
2018-12-18,10.5,8.1,9.1,18-12
2018-12-19,8.1,2.0,4.2,19-12
2018-12-20,5.3,2.1,3.7,20-12
2018-12-21,8.0,4.9,6.9,21-12
2018-12-22,10.3,6.3,8.4,22-12
2018-12-23,11.1,9.7,10.5,23-12
2018-12-24,13.2,7.2,10.6,24-12
2018-12-25,13.2,3.6,6.3,25-12
2018-12-26,5.5,1.3,3.5,26-12
2018-12-27,6.7,0.7,4.0,27-12
2018-12-28,8.4,2.5,5.8,28-12
2018-12-29,7.0,5.9,6.6,29-12
2018-12-30,7.1,5.2,6.0,30-12
2018-12-31,8.9,3.9,6.4,31-12
2019-01-01,8.7,4.5,6.4,01-01
2019-01-02,6.8,5.8,6.3,02-01
2019-01-03,7.2,4.7,5.9,03-01
2019-01-04,5.3,2.9,3.7,04-01
2019-01-05,4.6,2.9,3.5,05-01
2019-01-06,4.0,1.3,3.0,06-01
