datetime,tempmax,tempmin,temp,day_month
2019-01-07,2.8,0.6,1.6,07-01
2019-01-08,2.3,-1.3,0.3,08-01
2019-01-09,6.8,-1.2,3.7,09-01
2019-01-10,12.6,6.6,10.8,10-01
2019-01-11,12.2,6.6,9.3,11-01
2019-01-12,5.8,3.7,4.7,12-01
2019-01-13,5.1,2.9,4.0,13-01
2019-01-14,8.4,3.6,6.3,14-01
2019-01-15,7.8,2.4,5.2,15-01
2019-01-16,5.9,0.4,3.4,16-01
2019-01-17,9.4,4.9,7.1,17-01
2019-01-18,11.6,6.1,9.0,18-01
2019-01-19,12.4,7.9,9.6,19-01
2019-01-20,13.2,6.8,10.1,20-01
2019-01-21,11.5,5.8,8.7,21-01
2019-01-22,9.4,5.9,7.1,22-01
2019-01-23,12.6,7.2,9.9,23-01
2019-01-24,13.9,10.4,12.3,24-01
2019-01-25,14.9,7.5,11.5,25-01
2019-01-26,14.1,7.4,11.8,26-01
2019-01-27,7.7,5.9,6.9,27-01
2019-01-28,11.9,6.6,8.9,28-01
2019-01-29,16.2,10.4,13.2,29-01
2019-01-30,16.7,11.3,13.7,30-01
2019-01-31,14.3,9.0,11.2,31-01
2019-02-01,11.6,7.9,9.4,01-02
2019-02-02,14.2,8.0,11.0,02-02
2019-02-03,16.9,9.6,13.0,03-02
2019-02-04,17.5,9.4,13.8,04-02
2019-02-05,13.4,7.7,9.6,05-02
2019-02-06,9.4,7.8,8.5,06-02
2019-02-07,7.8,5.3,6.7,07-02
2019-02-08,7.3,5.9,6.7,08-02
2019-02-09,6.6,4.0,5.7,09-02
2019-02-10,8.0,2.0,5.1,10-02
2019-02-11,13.1,3.8,8.6,11-02
2019-02-12,14.9,8.0,11.1,12-02
2019-02-13,8.3,5.6,6.3,13-02
2019-02-14,7.0,4.3,6.1,14-02
2019-02-15,7.0,4.0,5.8,15-02
2019-02-16,7.6,5.3,6.1,16-02
2019-02-17,8.5,4.9,6.8,17-02
2019-02-18,10.0,2.1,6.5,18-02
2019-02-19,13.4,3.5,7.9,19-02
2019-02-20,10.8,2.9,6.1,20-02
2019-02-21,11.5,4.1,7.3,21-02
2019-02-22,9.6,3.8,7.5,22-02
2019-02-23,7.1,0.1,3.2,23-02
2019-02-24,1.9,0.1,1.0,24-02
2019-02-25,6.0,1.3,4.7,25-02
2019-02-26,8.6,3.5,6.2,26-02
2019-02-27,6.0,3.8,4.8,27-02
2019-02-28,8.3,3.7,6.1,28-02
2019-03-01,13.5,7.7,10.2,01-03
2019-03-02,12.3,7.2,9.6,02-03
2019-03-03,8.8,4.5,6.6,03-03
2019-03-04,8.8,0.5,5.3,04-03
2019-03-05,14.7,5.0,9.5,05-03
2019-03-06,13.6,9.3,11.4,06-03
2019-03-07,15.6,5.7,11.6,07-03
2019-03-08,19.8,9.3,14.3,08-03
2019-03-09,17.2,9.9,13.5,09-03
2019-03-10,16.1,10.8,13.2,10-03
2019-03-11,20.3,11.8,15.0,11-03
2019-03-12,14.3,7.2,11.0,12-03
2019-03-13,8.7,5.8,7.4,13-03
2019-03-14,9.2,6.7,7.8,14-03
2019-03-15,10.4,5.9,8.1,15-03
2019-03-16,11.7,4.1,8.7,16-03
2019-03-17,16.0,9.9,13.0,17-03
2019-03-18,21.2,10.1,15.4,18-03
2019-03-19,17.7,8.8,14.0,19-03
2019-03-20,12.4,8.7,10.5,20-03
2019-03-21,11.5,7.8,9.4,21-03
2019-03-22,13.5,4.1,9.4,22-03
2019-03-23,14.9,5.9,10.0,23-03
2019-03-24,11.6,3.0,8.3,24-03
2019-03-25,11.5,3.8,8.4,25-03
2019-03-26,16.0,5.4,10.3,26-03
2019-03-27,11.7,8.8,10.1,27-03
2019-03-28,11.5,6.8,9.0,28-03
2019-03-29,10.4,5.7,7.7,29-03
2019-03-30,10.5,6.5,8.2,30-03
2019-03-31,11.7,7.8,9.2,31-03
2019-04-01,13.8,5.9,9.9,01-04
2019-04-02,12.4,7.2,9.6,02-04
2019-04-03,12.7,7.6,10.2,03-04
2019-04-04,13.1,8.3,10.1,04-04
2019-04-05,15.1,6.6,10.5,05-04
2019-04-06,13.3,7.8,10.2,06-04
2019-04-07,15.7,8.7,12.1,07-04
2019-04-08,20.5,12.9,16.4,08-04
2019-04-09,16.7,11.9,13.9,09-04
2019-04-10,14.2,11.3,12.4,10-04
2019-04-11,16.4,11.3,13.4,11-04
2019-04-12,16.3,11.6,14.1,12-04
2019-04-13,16.4,11.0,13.9,13-04
2019-04-14,14.6,10.2,12.6,14-04
2019-04-15,10.7,8.9,10.0,15-04
2019-04-16,12.9,8.3,10.4,16-04
2019-04-17,13.1,5.7,10.2,17-04
2019-04-18,12.5,7.6,10.0,18-04
2019-04-19,12.5,7.3,9.7,19-04
2019-04-20,10.5,6.0,8.1,20-04
2019-04-21,14.3,5.1,10.0,21-04
2019-04-22,14.0,5.1,10.4,22-04
2019-04-23,16.2,7.5,12.1,23-04
2019-04-24,19.9,11.8,15.4,24-04
2019-04-25,20.4,12.0,16.1,25-04
2019-04-26,17.9,10.7,13.8,26-04
2019-04-27,18.5,8.9,14.5,27-04
2019-04-28,20.5,13.5,17.2,28-04
2019-04-29,25.2,14.8,19.3,29-04
2019-04-30,24.6,14.4,19.3,30-04
2019-05-01,21.3,15.2,18.0,01-05
2019-05-02,16.5,14.0,15.2,02-05
2019-05-03,20.7,12.1,16.3,03-05
2019-05-04,23.1,12.7,18.5,04-05
2019-05-05,24.1,15.0,18.8,05-05
2019-05-06,24.4,15.4,19.9,06-05
2019-05-07,18.1,12.7,15.6,07-05
2019-05-08,14.1,11.0,12.7,08-05
2019-05-09,16.7,12.3,14.6,09-05
2019-05-10,17.5,14.1,15.3,10-05
2019-05-11,18.2,14.0,15.9,11-05
2019-05-12,21.9,12.9,17.7,12-05
2019-05-13,20.9,14.9,17.6,13-05
2019-05-14,20.6,14.8,17.2,14-05
2019-05-15,23.0,16.6,19.7,15-05
2019-05-16,24.4,16.9,20.2,16-05
2019-05-17,19.1,15.6,17.2,17-05
2019-05-18,20.2,14.9,17.9,18-05
2019-05-19,26.8,16.3,21.2,19-05
2019-05-20,26.8,19.2,23.2,20-05
2019-05-21,27.2,18.1,22.4,21-05
2019-05-22,25.5,18.0,21.6,22-05
2019-05-23,23.7,18.4,21.5,23-05
2019-05-24,20.7,16.3,18.5,24-05
2019-05-25,22.1,15.9,18.8,25-05
2019-05-26,23.6,17.4,20.7,26-05
2019-05-27,26.5,17.3,22.6,27-05
2019-05-28,30.2,17.4,24.0,28-05
2019-05-29,29.4,20.0,24.3,29-05
2019-05-30,26.7,20.1,23.4,30-05
2019-05-31,27.6,20.8,24.1,31-05
2019-06-01,24.6,20.5,22.3,01-06
2019-06-02,23.8,19.9,21.6,02-06
2019-06-03,26.4,19.1,22.6,03-06
2019-06-04,25.5,20.0,22.5,04-06
2019-06-05,25.4,19.8,22.9,05-06
2019-06-06,26.6,19.5,23.4,06-06
2019-06-07,28.2,19.2,23.9,07-06
2019-06-08,28.9,19.7,24.9,08-06
2019-06-09,27.9,21.0,24.6,09-06
2019-06-10,26.6,21.7,24.2,10-06
2019-06-11,25.8,21.8,23.2,11-06
2019-06-12,25.4,20.0,23.1,12-06
2019-06-13,29.3,21.1,25.0,13-06
2019-06-14,28.5,21.9,24.9,14-06
2019-06-15,27.1,22.8,24.9,15-06
2019-06-16,28.8,21.9,25.4,16-06
2019-06-17,30.9,23.5,26.5,17-06
2019-06-18,29.2,23.1,26.1,18-06
2019-06-19,28.4,22.7,25.0,19-06
2019-06-20,25.5,21.7,23.7,20-06
2019-06-21,26.7,20.8,23.9,21-06
2019-06-22,31.0,22.0,26.3,22-06
2019-06-23,29.6,23.1,26.7,23-06
2019-06-24,31.9,23.2,28.0,24-06
2019-06-25,30.7,24.6,27.4,25-06
2019-06-26,29.9,24.6,27.3,26-06
2019-06-27,30.4,24.7,27.6,27-06
2019-06-28,29.8,20.8,25.5,28-06
2019-06-29,26.5,22.0,24.7,29-06
2019-06-30,26.6,17.9,22.9,30-06
2019-07-01,27.6,20.0,23.8,01-07
2019-07-02,29.8,20.1,25.2,02-07
2019-07-03,31.5,22.5,26.0,03-07
2019-07-04,29.9,23.7,26.5,04-07
2019-07-05,29.8,23.7,26.4,05-07
2019-07-06,28.5,21.8,25.4,06-07
2019-07-07,30.7,22.5,26.6,07-07
2019-07-08,30.1,22.4,26.5,08-07
2019-07-09,30.8,24.2,27.7,09-07
2019-07-10,27.4,22.6,24.8,10-07
2019-07-11,22.7,18.9,21.0,11-07
2019-07-12,24.7,16.2,21.2,12-07
2019-07-13,26.5,18.4,22.9,13-07
2019-07-14,23.5,18.4,21.3,14-07
2019-07-15,23.9,18.1,20.3,15-07
2019-07-16,26.8,16.8,22.4,16-07
2019-07-17,26.5,21.5,23.9,17-07
2019-07-18,28.2,19.3,24.4,18-07
2019-07-19,28.7,21.3,25.0,19-07
2019-07-20,28.8,22.1,25.4,20-07
2019-07-21,29.1,22.0,25.7,21-07
2019-07-22,29.8,22.2,25.9,22-07
2019-07-23,30.6,22.2,26.5,23-07
2019-07-24,24.9,21.1,23.3,24-07
2019-07-25,27.2,19.4,23.9,25-07
2019-07-26,29.4,19.6,25.1,26-07
2019-07-27,29.2,21.7,25.5,27-07
2019-07-28,29.3,22.3,25.8,28-07
2019-07-29,29.7,23.2,26.0,29-07
2019-07-30,28.7,23.5,25.9,30-07
2019-07-31,30.9,22.4,26.8,31-07
2019-08-01,31.7,24.1,27.7,01-08
2019-08-02,30.3,24.6,27.3,02-08
2019-08-03,30.6,22.0,26.8,03-08
2019-08-04,27.4,23.5,25.5,04-08
2019-08-05,27.6,20.2,24.3,05-08
2019-08-06,28.4,21.4,24.8,06-08
2019-08-07,29.0,21.9,25.4,07-08
2019-08-08,30.0,21.5,25.6,08-08
2019-08-09,30.0,22.1,25.7,09-08
2019-08-10,30.5,22.6,26.2,10-08
2019-08-11,29.3,23.6,26.1,11-08
2019-08-12,29.7,24.4,26.5,12-08
2019-08-13,28.6,22.5,25.7,13-08
2019-08-14,29.5,23.3,25.6,14-08
2019-08-15,28.4,23.9,26.0,15-08
2019-08-16,27.3,23.5,25.2,16-08
2019-08-17,26.0,18.2,21.3,17-08
2019-08-18,26.2,17.4,22.0,18-08
2019-08-19,27.2,17.9,22.9,19-08
2019-08-20,27.3,20.2,24.1,20-08
2019-08-21,27.8,21.9,24.2,21-08
2019-08-22,30.5,22.1,25.7,22-08
2019-08-23,29.0,22.0,25.6,23-08
2019-08-24,30.5,23.0,26.4,24-08
2019-08-25,31.3,23.9,26.8,25-08
2019-08-26,30.2,24.8,27.1,26-08
2019-08-27,30.2,23.9,26.7,27-08
2019-08-28,29.2,23.7,26.2,28-08
2019-08-29,28.3,22.9,25.4,29-08
2019-08-30,27.7,22.4,24.8,30-08
2019-08-31,27.1,21.7,24.0,31-08
2019-09-01,28.2,21.4,24.7,01-09
2019-09-02,28.3,22.5,25.1,02-09
2019-09-03,28.8,22.6,25.5,03-09
2019-09-04,29.1,22.4,25.4,04-09
2019-09-05,27.4,22.5,24.6,05-09
2019-09-06,26.5,21.5,23.7,06-09
2019-09-07,27.2,18.3,23.0,07-09
2019-09-08,27.5,21.4,24.0,08-09
2019-09-09,27.1,20.2,23.6,09-09
2019-09-10,26.9,18.2,23.3,10-09
2019-09-11,27.9,21.6,24.2,11-09
2019-09-12,26.6,20.5,23.6,12-09
2019-09-13,26.5,21.4,23.6,13-09
2019-09-14,26.6,20.6,23.7,14-09
2019-09-15,25.6,20.7,22.7,15-09
2019-09-16,25.0,17.1,21.2,16-09
2019-09-17,25.2,16.7,21.2,17-09
2019-09-18,28.9,17.7,23.3,18-09
2019-09-19,25.0,21.3,23.0,19-09
2019-09-20,20.7,16.1,18.3,20-09
2019-09-21,20.3,15.6,17.8,21-09
2019-09-22,21.1,13.9,17.4,22-09
2019-09-23,20.9,12.0,17.2,23-09
2019-09-24,25.4,15.3,19.8,24-09
2019-09-25,22.8,18.6,20.0,25-09
2019-09-26,24.0,16.3,20.5,26-09
2019-09-27,23.4,19.2,21.3,27-09
2019-09-28,24.1,16.0,20.2,28-09
2019-09-29,23.7,14.8,19.7,29-09
2019-09-30,24.9,15.5,20.5,30-09
2019-10-01,26.9,16.3,21.8,01-10
2019-10-02,26.8,19.5,22.6,02-10
2019-10-03,29.0,18.8,23.0,03-10
2019-10-04,29.4,21.4,24.4,04-10
2019-10-05,21.9,16.0,18.1,05-10
2019-10-06,18.9,13.6,16.6,06-10
2019-10-07,20.2,12.7,16.9,07-10
2019-10-08,17.5,14.5,15.6,08-10
2019-10-09,21.6,13.9,17.3,09-10
2019-10-10,22.1,14.0,18.2,10-10
2019-10-11,22.4,17.5,19.3,11-10
2019-10-12,22.5,16.7,19.1,12-10
2019-10-13,23.7,15.7,19.1,13-10
2019-10-14,23.4,16.6,19.2,14-10
2019-10-15,21.3,14.5,18.0,15-10
2019-10-16,21.5,17.7,19.3,16-10
2019-10-17,21.9,18.5,19.8,17-10
2019-10-18,22.0,17.5,19.4,18-10
2019-10-19,21.7,15.0,18.4,19-10
2019-10-20,20.9,14.2,17.8,20-10
2019-10-21,22.4,15.3,18.7,21-10
2019-10-22,20.4,16.8,18.3,22-10
2019-10-23,21.5,15.7,17.9,23-10
2019-10-24,21.6,14.4,17.9,24-10
2019-10-25,21.6,15.0,17.9,25-10
2019-10-26,20.7,16.3,18.0,26-10
2019-10-27,19.8,15.8,17.4,27-10
2019-10-28,20.0,14.0,16.6,28-10
2019-10-29,20.1,12.6,16.3,29-10
2019-10-30,19.9,12.2,16.1,30-10
2019-10-31,18.7,13.2,15.3,31-10
2019-11-01,15.1,11.7,13.7,01-11
2019-11-02,16.4,10.0,12.8,02-11
2019-11-03,17.9,8.2,13.3,03-11
2019-11-04,22.2,16.0,19.0,04-11
2019-11-05,22.5,18.2,20.2,05-11
2019-11-06,23.2,17.9,20.2,06-11
2019-11-07,23.7,16.3,19.9,07-11
2019-11-08,24.3,16.1,19.6,08-11
2019-11-09,23.8,15.1,19.1,09-11
2019-11-10,23.6,13.9,18.4,10-11
2019-11-11,22.1,15.1,18.3,11-11
2019-11-12,22.2,12.6,17.7,12-11
2019-11-13,22.8,13.6,17.8,13-11
2019-11-14,19.4,13.8,16.5,14-11
2019-11-15,20.5,14.2,17.0,15-11
2019-11-16,20.4,11.2,15.9,16-11
2019-11-17,20.9,14.5,16.9,17-11
2019-11-18,19.9,11.1,15.2,18-11
2019-11-19,20.2,11.2,15.6,19-11
2019-11-20,19.1,12.6,15.8,20-11
2019-11-21,19.6,11.1,15.0,21-11
2019-11-22,16.5,13.7,14.9,22-11
2019-11-23,17.4,12.9,14.8,23-11
2019-11-24,17.0,13.4,15.0,24-11
2019-11-25,17.2,12.6,14.8,25-11
2019-11-26,17.3,13.6,15.6,26-11
2019-11-27,13.8,11.4,12.2,27-11
2019-11-28,16.9,11.9,14.9,28-11
2019-11-29,18.8,14.9,16.6,29-11
2019-11-30,19.2,13.1,16.2,30-11
2019-12-01,13.0,8.8,9.8,01-12
2019-12-02,12.1,7.1,9.6,02-12
2019-12-03,12.8,8.7,10.9,03-12
2019-12-04,9.0,7.8,8.2,04-12
2019-12-05,9.8,5.8,8.2,05-12
2019-12-06,11.7,4.8,8.2,06-12
2019-12-07,11.2,3.5,8.0,07-12
2019-12-08,12.5,7.3,10.6,08-12
2019-12-09,12.2,4.5,8.1,09-12
2019-12-10,13.7,5.4,9.8,10-12
2019-12-11,13.1,5.7,9.9,11-12
2019-12-12,15.1,9.3,12.2,12-12
2019-12-13,15.4,10.7,12.5,13-12
2019-12-14,17.9,11.5,14.2,14-12
2019-12-15,14.0,7.2,11.3,15-12
2019-12-16,14.5,5.5,9.7,16-12
2019-12-17,15.1,8.0,11.9,17-12
2019-12-18,14.7,10.8,12.7,18-12
2019-12-19,15.4,10.3,12.6,19-12
2019-12-20,14.5,7.2,11.5,20-12
2019-12-21,16.5,12.6,14.8,21-12
2019-12-22,18.4,15.7,16.8,22-12
2019-12-23,16.5,11.7,14.6,23-12
2019-12-24,12.1,10.1,10.9,24-12
2019-12-25,10.4,8.9,9.4,25-12
2019-12-26,8.9,7.2,8.5,26-12
2019-12-27,9.6,6.3,7.5,27-12
2019-12-28,6.4,3.6,5.0,28-12
2019-12-29,6.1,4.6,5.3,29-12
2019-12-30,9.7,5.1,7.8,30-12
2019-12-31,7.2,5.0,6.3,31-12
2020-01-01,8.7,4.1,6.3,01-01
2020-01-02,6.8,4.1,5.5,02-01
2020-01-03,7.8,4.4,5.9,03-01
2020-01-04,9.4,5.1,7.2,04-01
2020-01-05,9.5,5.9,7.2,05-01
2020-01-06,7.1,5.9,6.7,06-01
2020-01-07,7.0,5.0,5.6,07-01
2020-01-08,5.4,3.5,4.8,08-01
2020-01-09,6.6,2.5,4.9,09-01
2020-01-10,9.1,1.2,4.8,10-01
2020-01-11,11.1,3.4,7.5,11-01
2020-01-12,9.8,5.4,8.3,12-01
2020-01-13,9.5,5.1,7.2,13-01
2020-01-14,9.3,1.3,5.7,14-01
2020-01-15,10.3,5.7,7.8,15-01
2020-01-16,10.5,7.8,8.9,16-01
2020-01-17,9.8,6.9,7.8,17-01
2020-01-18,8.9,6.1,7.5,18-01
2020-01-19,7.6,4.1,6.3,19-01
2020-01-20,6.9,3.3,5.0,20-01
2020-01-21,4.7,3.2,3.8,21-01
2020-01-22,7.2,-1.5,3.5,22-01
2020-01-23,7.8,5.1,6.6,23-01
2020-01-24,8.7,1.4,5.0,24-01
2020-01-25,10.4,5.4,7.7,25-01
2020-01-26,12.5,8.1,10.3,26-01
2020-01-27,13.8,9.0,11.3,27-01
2020-01-28,11.2,7.1,9.3,28-01
2020-01-29,14.2,7.1,10.6,29-01
2020-01-30,9.1,5.3,7.4,30-01
2020-01-31,10.0,2.5,6.7,31-01
2020-02-01,13.4,9.1,10.7,01-02
2020-02-02,16.2,8.7,11.7,02-02
2020-02-03,14.0,10.3,12.2,03-02
2020-02-04,14.7,10.6,12.8,04-02
2020-02-05,15.9,8.8,12.3,05-02
2020-02-06,9.9,2.1,4.8,06-02
2020-02-07,6.1,2.2,4.0,07-02
2020-02-08,2.8,-0.7,0.6,08-02
2020-02-09,4.3,-0.6,1.6,09-02
2020-02-10,8.1,2.4,5.2,10-02
2020-02-11,13.4,8.0,10.4,11-02
2020-02-12,12.2,6.3,8.5,12-02
2020-02-13,11.7,5.2,8.1,13-02
2020-02-14,12.3,1.9,7.9,14-02
2020-02-15,11.1,8.2,9.1,15-02
2020-02-16,9.8,6.8,8.3,16-02
2020-02-17,11.6,2.6,7.2,17-02
2020-02-18,10.7,1.3,6.5,18-02
2020-02-19,11.2,4.1,7.7,19-02
2020-02-20,8.0,6.9,7.6,20-02
2020-02-21,8.0,6.8,7.2,21-02
2020-02-22,8.8,5.9,7.0,22-02
2020-02-23,9.2,1.6,6.3,23-02
2020-02-24,11.7,6.8,9.5,24-02
2020-02-25,13.3,5.0,9.3,25-02
2020-02-26,17.9,7.3,12.7,26-02
2020-02-27,17.3,8.0,14.1,27-02
2020-02-28,12.0,6.3,9.2,28-02
2020-02-29,10.0,6.2,8.1,29-02
2020-03-01,11.3,2.4,6.9,01-03
2020-03-02,15.1,5.0,10.6,02-03
2020-03-03,21.5,10.9,15.4,03-03
2020-03-04,18.4,9.5,13.7,04-03
2020-03-05,15.8,10.0,12.7,05-03
2020-03-06,14.3,8.9,10.8,06-03
2020-03-07,19.3,10.1,14.1,07-03
2020-03-08,21.5,11.8,16.5,08-03
2020-03-09,20.4,9.2,14.1,09-03
2020-03-10,11.1,9.2,10.5,10-03
2020-03-11,15.7,9.0,11.8,11-03
2020-03-12,16.8,6.4,11.8,12-03
2020-03-13,15.3,7.9,11.4,13-03
2020-03-14,13.3,6.2,9.5,14-03
2020-03-15,10.4,5.7,8.3,15-03
2020-03-16,7.7,5.8,6.3,16-03
2020-03-17,9.2,4.7,6.6,17-03
2020-03-18,8.8,3.4,6.1,18-03
2020-03-19,10.4,3.9,7.6,19-03
2020-03-20,10.1,4.3,7.7,20-03
2020-03-21,12.8,3.9,8.6,21-03
2020-03-22,16.5,6.2,10.6,22-03
2020-03-23,10.3,8.1,9.0,23-03
2020-03-24,9.0,7.7,8.2,24-03
2020-03-25,8.6,6.9,7.6,25-03
2020-03-26,9.7,7.8,8.6,26-03
2020-03-27,12.2,8.1,9.7,27-03
2020-03-28,11.2,8.0,8.9,28-03
2020-03-29,10.1,8.8,9.4,29-03
2020-03-30,14.9,9.8,11.9,30-03
2020-03-31,11.2,6.9,8.9,31-03
2020-04-01,8.8,6.9,7.6,01-04
2020-04-02,8.9,7.0,8.1,02-04
2020-04-03,9.9,5.2,7.2,03-04
2020-04-04,10.6,4.2,8.2,04-04
2020-04-05,10.6,9.2,10.0,05-04
2020-04-06,10.1,8.8,9.4,06-04
2020-04-07,12.5,7.9,9.8,07-04
2020-04-08,11.6,8.7,9.6,08-04
2020-04-09,13.3,7.8,10.0,09-04
2020-04-10,14.8,4.0,9.9,10-04
2020-04-11,18.2,7.0,12.4,11-04
2020-04-12,14.9,6.3,11.2,12-04
2020-04-13,14.3,5.2,10.5,13-04
2020-04-14,21.7,9.1,15.4,14-04
2020-04-15,17.7,7.0,10.3,15-04
2020-04-16,14.1,7.0,10.6,16-04
2020-04-17,16.9,5.2,11.4,17-04
2020-04-18,19.9,8.1,14.4,18-04
2020-04-19,22.8,10.1,16.4,19-04
2020-04-20,16.0,10.8,13.3,20-04
2020-04-21,11.7,9.0,10.8,21-04
2020-04-22,13.1,9.8,11.0,22-04
2020-04-23,14.1,8.0,10.6,23-04
2020-04-24,15.2,8.9,11.3,24-04
2020-04-25,13.8,4.3,9.9,25-04
2020-04-26,20.1,8.0,14.5,26-04
2020-04-27,20.2,10.2,15.4,27-04
2020-04-28,22.8,12.9,17.2,28-04
2020-04-29,22.4,11.0,17.5,29-04
2020-04-30,21.8,15.0,17.8,30-04
2020-05-01,20.9,14.1,17.0,01-05
2020-05-02,23.2,14.1,18.3,02-05
2020-05-03,18.9,14.1,16.0,03-05
2020-05-04,14.9,12.9,13.4,04-05
2020-05-05,16.9,13.0,14.5,05-05
2020-05-06,21.1,11.1,15.9,06-05
2020-05-07,15.5,10.0,12.5,07-05
2020-05-08,18.6,10.1,14.4,08-05
2020-05-09,19.3,8.9,15.5,09-05
2020-05-10,22.8,10.8,17.4,10-05
2020-05-11,26.5,15.5,20.6,11-05
2020-05-12,28.1,17.3,22.3,12-05
2020-05-13,20.8,14.9,17.8,13-05
2020-05-14,20.7,13.1,17.0,14-05
2020-05-15,28.6,17.4,22.6,15-05
2020-05-16,28.9,19.5,24.2,16-05
2020-05-17,28.6,17.0,22.8,17-05
2020-05-18,26.1,17.9,21.3,18-05
2020-05-19,29.1,16.9,22.2,19-05
2020-05-20,26.4,16.1,21.4,20-05
2020-05-21,20.4,15.0,18.1,21-05
2020-05-22,15.9,11.8,13.6,22-05
2020-05-23,15.9,9.9,12.8,23-05
2020-05-24,18.3,8.0,14.4,24-05
2020-05-25,18.5,14.5,16.1,25-05
2020-05-26,20.2,11.8,16.0,26-05
2020-05-27,15.9,13.7,14.7,27-05
2020-05-28,17.1,12.0,14.8,28-05
2020-05-29,18.5,11.1,15.5,29-05
2020-05-30,21.5,14.8,17.8,30-05
2020-05-31,23.2,15.0,19.2,31-05
2020-06-01,19.6,15.5,17.4,01-06
2020-06-02,20.2,14.9,17.5,02-06
2020-06-03,18.3,15.0,16.7,03-06
2020-06-04,24.1,14.2,19.2,04-06
2020-06-05,27.4,17.0,22.1,05-06
2020-06-06,30.9,18.0,24.1,06-06
2020-06-07,26.4,18.1,22.2,07-06
2020-06-08,24.6,18.1,21.8,08-06
2020-06-09,28.8,18.8,24.1,09-06
2020-06-10,29.7,20.1,25.0,10-06
2020-06-11,26.3,19.3,22.7,11-06
2020-06-12,24.8,21.0,22.6,12-06
2020-06-13,24.0,18.5,21.8,13-06
2020-06-14,25.0,20.1,21.8,14-06
2020-06-15,26.4,19.9,23.0,15-06
2020-06-16,30.1,19.0,24.1,16-06
2020-06-17,28.9,20.2,24.2,17-06
2020-06-18,24.8,20.1,22.5,18-06
2020-06-19,23.6,20.8,21.8,19-06
2020-06-20,27.1,19.3,23.4,20-06
2020-06-21,27.2,20.9,24.1,21-06
2020-06-22,26.6,19.0,23.1,22-06
2020-06-23,25.6,19.2,22.1,23-06
2020-06-24,25.7,20.2,22.8,24-06
2020-06-25,28.3,19.3,23.8,25-06
2020-06-26,27.4,21.7,24.2,26-06
2020-06-27,28.3,21.5,24.7,27-06
2020-06-28,28.6,21.5,25.0,28-06
2020-06-29,30.0,21.4,25.4,29-06
2020-06-30,29.3,18.9,24.9,30-06
2020-07-01,31.6,21.8,26.8,01-07
2020-07-02,31.0,23.7,26.9,02-07
2020-07-03,30.4,23.7,26.8,03-07
2020-07-04,30.3,23.7,26.9,04-07
2020-07-05,30.6,23.7,27.1,05-07
2020-07-06,31.9,24.6,27.5,06-07
2020-07-07,31.1,24.6,27.4,07-07
2020-07-08,26.8,21.7,23.7,08-07
2020-07-09,26.8,20.7,23.7,09-07
2020-07-10,26.8,21.3,24.2,10-07
2020-07-11,28.3,22.2,25.2,11-07
2020-07-12,30.1,22.4,25.6,12-07
2020-07-13,23.7,20.8,22.1,13-07
2020-07-14,25.6,20.9,22.9,14-07
2020-07-15,24.3,19.7,21.6,15-07
2020-07-16,26.0,17.2,22.4,16-07
2020-07-17,26.7,18.0,23.1,17-07
2020-07-18,28.5,21.5,24.8,18-07
2020-07-19,27.9,22.7,25.3,19-07
2020-07-20,28.5,21.3,25.3,20-07
2020-07-21,28.4,20.9,24.6,21-07
2020-07-22,29.3,21.6,25.4,22-07
2020-07-23,30.2,22.7,26.1,23-07
2020-07-24,29.5,22.7,25.9,24-07
2020-07-25,28.5,22.4,25.0,25-07
2020-07-26,29.4,22.4,25.5,26-07
2020-07-27,29.8,21.9,25.6,27-07
2020-07-28,30.4,22.8,26.3,28-07
2020-07-29,33.0,20.9,27.4,29-07
2020-07-30,31.3,23.6,27.4,30-07
2020-07-31,30.4,23.5,26.9,31-07
2020-08-01,31.1,22.5,26.4,01-08
2020-08-02,30.0,22.6,25.9,02-08
2020-08-03,28.7,22.4,25.1,03-08
2020-08-04,28.1,22.4,25.1,04-08
2020-08-05,29.0,22.4,25.5,05-08
2020-08-06,29.4,22.5,25.8,06-08
2020-08-07,31.2,23.7,26.6,07-08
2020-08-08,29.4,24.8,26.8,08-08
2020-08-09,29.6,24.8,26.8,09-08
2020-08-10,30.6,23.7,26.8,10-08
2020-08-11,30.5,22.0,26.6,11-08
2020-08-12,31.2,23.4,27.1,12-08
2020-08-13,30.5,23.3,26.6,13-08
2020-08-14,28.5,22.6,25.4,14-08
2020-08-15,29.3,21.5,25.1,15-08
2020-08-16,27.7,22.3,24.6,16-08
2020-08-17,27.5,22.2,24.5,17-08
2020-08-18,27.0,21.4,24.3,18-08
2020-08-19,29.2,19.9,24.7,19-08
2020-08-20,25.3,19.9,22.8,20-08
2020-08-21,28.6,21.0,24.3,21-08
2020-08-22,30.9,20.0,24.9,22-08
2020-08-23,29.5,21.7,25.5,23-08
2020-08-24,29.5,22.5,25.5,24-08
2020-08-25,29.4,22.4,25.4,25-08
2020-08-26,27.9,20.9,24.7,26-08
2020-08-27,28.7,20.0,24.6,27-08
2020-08-28,31.9,18.1,25.4,28-08
2020-08-29,31.2,22.7,26.6,29-08
2020-08-30,30.4,23.6,26.2,30-08
2020-08-31,28.5,21.6,25.1,31-08
2020-09-01,30.6,21.6,25.5,01-09
2020-09-02,30.9,21.7,25.8,02-09
2020-09-03,30.2,22.5,25.9,03-09
2020-09-04,27.0,21.8,24.2,04-09
